"","ID","NO2","Filename"
"3859",3,NA,"NO2d_2022m0202.nc"
"3860",4,802933230796800,"NO2d_2022m0202.nc"
"3861",5,975775415140352,"NO2d_2022m0202.nc"
"3862",6,NA,"NO2d_2022m0202.nc"
"3863",7,NA,"NO2d_2022m0202.nc"
"3864",8,NA,"NO2d_2022m0202.nc"
"3865",1,NA,"NO2d_2022m0203.nc"
"3866",2,NA,"NO2d_2022m0203.nc"
"3867",3,NA,"NO2d_2022m0203.nc"
"3868",4,3918684942761984,"NO2d_2022m0203.nc"
"3869",5,4455042471952384,"NO2d_2022m0203.nc"
"3870",6,4746956232458240,"NO2d_2022m0203.nc"
"3871",7,NA,"NO2d_2022m0203.nc"
"3872",8,NA,"NO2d_2022m0203.nc"
"3873",1,NA,"NO2d_2022m0204.nc"
"3874",2,2125655416242176,"NO2d_2022m0204.nc"
"3875",3,NA,"NO2d_2022m0204.nc"
"3876",4,NA,"NO2d_2022m0204.nc"
"3877",5,NA,"NO2d_2022m0204.nc"
"3878",6,NA,"NO2d_2022m0204.nc"
"3879",7,NA,"NO2d_2022m0204.nc"
"3880",8,NA,"NO2d_2022m0204.nc"
"3881",1,NA,"NO2d_2022m0205.nc"
"3882",2,NA,"NO2d_2022m0205.nc"
"3883",3,1495992213962752,"NO2d_2022m0205.nc"
"3884",4,2568952580407296,"NO2d_2022m0205.nc"
"3885",5,2735972148051968,"NO2d_2022m0205.nc"
"3886",6,1408602438893568,"NO2d_2022m0205.nc"
"3887",7,NA,"NO2d_2022m0205.nc"
"3888",8,NA,"NO2d_2022m0205.nc"
"3889",1,NA,"NO2d_2022m0206.nc"
"3890",2,1121129045426176,"NO2d_2022m0206.nc"
"3891",3,NA,"NO2d_2022m0206.nc"
"3892",4,NA,"NO2d_2022m0206.nc"
"3893",5,NA,"NO2d_2022m0206.nc"
"3894",6,NA,"NO2d_2022m0206.nc"
"3895",7,3158923481710592,"NO2d_2022m0206.nc"
"3896",8,3727177719742464,"NO2d_2022m0206.nc"
"3897",1,NA,"NO2d_2022m0207.nc"
"3898",2,2306416664641536,"NO2d_2022m0207.nc"
"3899",3,1300213302034432,"NO2d_2022m0207.nc"
"3900",4,1037180327690240,"NO2d_2022m0207.nc"
"3901",5,1243271565148160,"NO2d_2022m0207.nc"
"3902",6,3997308077211648,"NO2d_2022m0207.nc"
"3903",7,NA,"NO2d_2022m0207.nc"
"3904",8,NA,"NO2d_2022m0207.nc"
"3905",1,NA,"NO2d_2022m0208.nc"
"3906",2,NA,"NO2d_2022m0208.nc"
"3907",3,NA,"NO2d_2022m0208.nc"
"3908",4,NA,"NO2d_2022m0208.nc"
"3909",5,NA,"NO2d_2022m0208.nc"
"3910",6,8629855776145408,"NO2d_2022m0208.nc"
"3911",7,4885733068242944,"NO2d_2022m0208.nc"
"3912",8,1217240573673472,"NO2d_2022m0208.nc"
"3913",1,NA,"NO2d_2022m0209.nc"
"3914",2,3444499145555968,"NO2d_2022m0209.nc"
"3915",3,2612802283896832,"NO2d_2022m0209.nc"
"3916",4,170706562187264,"NO2d_2022m0209.nc"
"3917",5,930131975602176,"NO2d_2022m0209.nc"
"3918",6,1223166017929216,"NO2d_2022m0209.nc"
"3919",7,10528074017800192,"NO2d_2022m0209.nc"
"3920",8,NA,"NO2d_2022m0209.nc"
"3921",1,NA,"NO2d_2022m0210.nc"
"3922",2,NA,"NO2d_2022m0210.nc"
"3923",3,NA,"NO2d_2022m0210.nc"
"3924",4,922790161022976,"NO2d_2022m0210.nc"
"3925",5,1376649169862656,"NO2d_2022m0210.nc"
"3926",6,4703558272286720,"NO2d_2022m0210.nc"
"3927",7,NA,"NO2d_2022m0210.nc"
"3928",8,1407891084935168,"NO2d_2022m0210.nc"
"3929",1,NA,"NO2d_2022m0211.nc"
"3930",2,2692065804681216,"NO2d_2022m0211.nc"
"3931",3,3115509818064896,"NO2d_2022m0211.nc"
"3932",4,1289167686336512,"NO2d_2022m0211.nc"
"3933",5,1234912921255936,"NO2d_2022m0211.nc"
"3934",6,NA,"NO2d_2022m0211.nc"
"3935",7,4793384292057088,"NO2d_2022m0211.nc"
"3936",8,NA,"NO2d_2022m0211.nc"
"3937",1,NA,"NO2d_2022m0212.nc"
"3938",2,NA,"NO2d_2022m0212.nc"
"3939",3,NA,"NO2d_2022m0212.nc"
"3940",4,719240948613120,"NO2d_2022m0212.nc"
"3941",5,1015689166979072,"NO2d_2022m0212.nc"
"3942",6,4239459407101952,"NO2d_2022m0212.nc"
"3943",7,NA,"NO2d_2022m0212.nc"
"3944",8,975949176766464,"NO2d_2022m0212.nc"
"3945",1,NA,"NO2d_2022m0213.nc"
"3946",2,1631043895427072,"NO2d_2022m0213.nc"
"3947",3,3605947972845568,"NO2d_2022m0213.nc"
"3948",4,NA,"NO2d_2022m0213.nc"
"3949",5,NA,"NO2d_2022m0213.nc"
"3950",6,NA,"NO2d_2022m0213.nc"
"3951",7,3955842047016960,"NO2d_2022m0213.nc"
"3952",8,NA,"NO2d_2022m0213.nc"
"3953",1,NA,"NO2d_2022m0214.nc"
"3954",2,3411310792409088,"NO2d_2022m0214.nc"
"3955",3,899247469756416,"NO2d_2022m0214.nc"
"3956",4,1324081827807232,"NO2d_2022m0214.nc"
"3957",5,1960588414550016,"NO2d_2022m0214.nc"
"3958",6,5703071250251776,"NO2d_2022m0214.nc"
"3959",7,NA,"NO2d_2022m0214.nc"
"3960",8,NA,"NO2d_2022m0214.nc"
"3961",1,3722093283770368,"NO2d_2022m0215.nc"
"3962",2,NA,"NO2d_2022m0215.nc"
"3963",3,NA,"NO2d_2022m0215.nc"
"3964",4,NA,"NO2d_2022m0215.nc"
"3965",5,NA,"NO2d_2022m0215.nc"
"3966",6,NA,"NO2d_2022m0215.nc"
"3967",7,6183682922512384,"NO2d_2022m0215.nc"
"3968",8,4280390176997376,"NO2d_2022m0215.nc"
"3969",1,NA,"NO2d_2022m0216.nc"
"3970",2,4022911249678336,"NO2d_2022m0216.nc"
"3971",3,1448198279266304,"NO2d_2022m0216.nc"
"3972",4,1088331861458944,"NO2d_2022m0216.nc"
"3973",5,NA,"NO2d_2022m0216.nc"
"3974",6,2605837725990912,"NO2d_2022m0216.nc"
"3975",7,NA,"NO2d_2022m0216.nc"
"3976",8,NA,"NO2d_2022m0216.nc"
"3977",1,NA,"NO2d_2022m0217.nc"
"3978",2,NA,"NO2d_2022m0217.nc"
"3979",3,NA,"NO2d_2022m0217.nc"
"3980",4,NA,"NO2d_2022m0217.nc"
"3981",5,NA,"NO2d_2022m0217.nc"
"3982",6,3932988794470400,"NO2d_2022m0217.nc"
"3983",7,NA,"NO2d_2022m0217.nc"
"3984",8,NA,"NO2d_2022m0217.nc"
"3985",1,NA,"NO2d_2022m0218.nc"
"3986",2,1726103634837504,"NO2d_2022m0218.nc"
"3987",3,2212961833713664,"NO2d_2022m0218.nc"
"3988",4,1429480946008064,"NO2d_2022m0218.nc"
"3989",5,1545826845327360,"NO2d_2022m0218.nc"
"3990",6,NA,"NO2d_2022m0218.nc"
"3991",7,4595222554083328,"NO2d_2022m0218.nc"
"3992",8,NA,"NO2d_2022m0218.nc"
"3993",1,NA,"NO2d_2022m0219.nc"
"3994",2,NA,"NO2d_2022m0219.nc"
"3995",3,NA,"NO2d_2022m0219.nc"
"3996",4,655863314382848,"NO2d_2022m0219.nc"
"3997",5,1495956587544576,"NO2d_2022m0219.nc"
"3998",6,5940767088443392,"NO2d_2022m0219.nc"
"3999",7,NA,"NO2d_2022m0219.nc"
"4000",8,NA,"NO2d_2022m0219.nc"
"4001",1,NA,"NO2d_2022m0220.nc"
"4002",2,2037527653384192,"NO2d_2022m0220.nc"
"4003",3,1660292756930560,"NO2d_2022m0220.nc"
"4004",4,NA,"NO2d_2022m0220.nc"
"4005",5,NA,"NO2d_2022m0220.nc"
"4006",6,NA,"NO2d_2022m0220.nc"
"4007",7,1173452308348928,"NO2d_2022m0220.nc"
"4008",8,6735359123652608,"NO2d_2022m0220.nc"
"4009",1,NA,"NO2d_2022m0221.nc"
"4010",2,NA,"NO2d_2022m0221.nc"
"4011",3,NA,"NO2d_2022m0221.nc"
"4012",4,NA,"NO2d_2022m0221.nc"
"4013",5,NA,"NO2d_2022m0221.nc"
"4014",6,1512769757118464,"NO2d_2022m0221.nc"
"4015",7,NA,"NO2d_2022m0221.nc"
"4016",8,6783485842817024,"NO2d_2022m0221.nc"
"4017",1,NA,"NO2d_2022m0222.nc"
"4018",2,1370007325900800,"NO2d_2022m0222.nc"
"4019",3,NA,"NO2d_2022m0222.nc"
"4020",4,NA,"NO2d_2022m0222.nc"
"4021",5,NA,"NO2d_2022m0222.nc"
"4022",6,NA,"NO2d_2022m0222.nc"
"4023",7,5500808355381248,"NO2d_2022m0222.nc"
"4024",8,NA,"NO2d_2022m0222.nc"
"4025",1,NA,"NO2d_2022m0223.nc"
"4026",2,NA,"NO2d_2022m0223.nc"
"4027",3,NA,"NO2d_2022m0223.nc"
"4028",4,NA,"NO2d_2022m0223.nc"
"4029",5,NA,"NO2d_2022m0223.nc"
"4030",6,2091335943192576,"NO2d_2022m0223.nc"
"4031",7,NA,"NO2d_2022m0223.nc"
"4032",8,NA,"NO2d_2022m0223.nc"
"4033",1,6371556603199488,"NO2d_2022m0224.nc"
"4034",2,NA,"NO2d_2022m0224.nc"
"4035",3,NA,"NO2d_2022m0224.nc"
"4036",4,NA,"NO2d_2022m0224.nc"
"4037",5,NA,"NO2d_2022m0224.nc"
"4038",6,5407847546355712,"NO2d_2022m0224.nc"
"4039",7,1481634465447936,"NO2d_2022m0224.nc"
"4040",8,5006396416327680,"NO2d_2022m0224.nc"
"4041",1,NA,"NO2d_2022m0225.nc"
"4042",2,4147255250518016,"NO2d_2022m0225.nc"
"4043",3,NA,"NO2d_2022m0225.nc"
"4044",4,929707839193088,"NO2d_2022m0225.nc"
"4045",5,1402675350470656,"NO2d_2022m0225.nc"
"4046",6,5040574692327424,"NO2d_2022m0225.nc"
"4047",7,NA,"NO2d_2022m0225.nc"
"4048",8,NA,"NO2d_2022m0225.nc"
"4049",1,NA,"NO2d_2022m0226.nc"
"4050",2,NA,"NO2d_2022m0226.nc"
"4051",3,NA,"NO2d_2022m0226.nc"
"4052",4,693417860399104,"NO2d_2022m0226.nc"
"4053",5,1688116461043712,"NO2d_2022m0226.nc"
"4054",6,14180121216811008,"NO2d_2022m0226.nc"
"4055",7,NA,"NO2d_2022m0226.nc"
"4056",8,4747293924261888,"NO2d_2022m0226.nc"
"4057",1,NA,"NO2d_2022m0227.nc"
"4058",2,1853025454915584,"NO2d_2022m0227.nc"
"4059",3,NA,"NO2d_2022m0227.nc"
"4060",4,394089564471296,"NO2d_2022m0227.nc"
"4061",5,374359789142016,"NO2d_2022m0227.nc"
"4062",6,NA,"NO2d_2022m0227.nc"
"4063",7,NA,"NO2d_2022m0227.nc"
"4064",8,NA,"NO2d_2022m0227.nc"
"4065",1,NA,"NO2d_2022m0228.nc"
"4066",2,NA,"NO2d_2022m0228.nc"
"4067",3,NA,"NO2d_2022m0228.nc"
"4068",4,482730486792192,"NO2d_2022m0228.nc"
"4069",5,593224853880832,"NO2d_2022m0228.nc"
"4070",6,3438837237809152,"NO2d_2022m0228.nc"
"4071",7,NA,"NO2d_2022m0228.nc"
"4072",8,3354114444492800,"NO2d_2022m0228.nc"
"4073",1,NA,"NO2d_2022m0301.nc"
"4074",2,3459334969229312,"NO2d_2022m0301.nc"
"4075",3,3362867722059776,"NO2d_2022m0301.nc"
"4076",4,NA,"NO2d_2022m0301.nc"
"4077",5,NA,"NO2d_2022m0301.nc"
"4078",6,NA,"NO2d_2022m0301.nc"
"4079",7,7724770875408384,"NO2d_2022m0301.nc"
"4080",8,NA,"NO2d_2022m0301.nc"
"4081",1,2413643308204032,"NO2d_2022m0302.nc"
"4082",2,2339465901113344,"NO2d_2022m0302.nc"
"4083",3,1959403741773824,"NO2d_2022m0302.nc"
"4084",4,1443068209266688,"NO2d_2022m0302.nc"
"4085",5,1186618497040384,"NO2d_2022m0302.nc"
"4086",6,2383643766947840,"NO2d_2022m0302.nc"
"4087",7,NA,"NO2d_2022m0302.nc"
"4088",8,NA,"NO2d_2022m0302.nc"
"4089",1,NA,"NO2d_2022m0303.nc"
"4090",2,NA,"NO2d_2022m0303.nc"
"4091",3,NA,"NO2d_2022m0303.nc"
"4092",4,NA,"NO2d_2022m0303.nc"
"4093",5,NA,"NO2d_2022m0303.nc"
"4094",6,NA,"NO2d_2022m0303.nc"
"4095",7,5083164124905472,"NO2d_2022m0303.nc"
"4096",8,2628111426387968,"NO2d_2022m0303.nc"
"4097",1,NA,"NO2d_2022m0304.nc"
"4098",2,NA,"NO2d_2022m0304.nc"
"4099",3,1018318374830080,"NO2d_2022m0304.nc"
"4100",4,614529306198016,"NO2d_2022m0304.nc"
"4101",5,NA,"NO2d_2022m0304.nc"
"4102",6,NA,"NO2d_2022m0304.nc"
"4103",7,2633221363728384,"NO2d_2022m0304.nc"
"4104",8,NA,"NO2d_2022m0304.nc"
"4105",1,NA,"NO2d_2022m0305.nc"
"4106",2,NA,"NO2d_2022m0305.nc"
"4107",3,NA,"NO2d_2022m0305.nc"
"4108",4,NA,"NO2d_2022m0305.nc"
"4109",5,NA,"NO2d_2022m0305.nc"
"4110",6,1205879445651456,"NO2d_2022m0305.nc"
"4111",7,NA,"NO2d_2022m0305.nc"
"4112",8,4558380861489152,"NO2d_2022m0305.nc"
"4113",1,NA,"NO2d_2022m0306.nc"
"4114",2,1908648536178688,"NO2d_2022m0306.nc"
"4115",3,713646464303104,"NO2d_2022m0306.nc"
"4116",4,916727013572608,"NO2d_2022m0306.nc"
"4117",5,691153066262528,"NO2d_2022m0306.nc"
"4118",6,NA,"NO2d_2022m0306.nc"
"4119",7,2725387066933248,"NO2d_2022m0306.nc"
"4120",8,NA,"NO2d_2022m0306.nc"
"4121",1,NA,"NO2d_2022m0307.nc"
"4122",2,NA,"NO2d_2022m0307.nc"
"4123",3,NA,"NO2d_2022m0307.nc"
"4124",4,645107252461568,"NO2d_2022m0307.nc"
"4125",5,1244012405063680,"NO2d_2022m0307.nc"
"4126",6,3778834365153280,"NO2d_2022m0307.nc"
"4127",7,NA,"NO2d_2022m0307.nc"
"4128",8,NA,"NO2d_2022m0307.nc"
"4129",1,NA,"NO2d_2022m0308.nc"
"4130",2,2272743819051008,"NO2d_2022m0308.nc"
"4131",3,NA,"NO2d_2022m0308.nc"
"4132",4,NA,"NO2d_2022m0308.nc"
"4133",5,NA,"NO2d_2022m0308.nc"
"4134",6,NA,"NO2d_2022m0308.nc"
"4135",7,NA,"NO2d_2022m0308.nc"
"4136",8,1129058049982464,"NO2d_2022m0308.nc"
"4137",1,NA,"NO2d_2022m0309.nc"
"4138",2,NA,"NO2d_2022m0309.nc"
"4139",3,NA,"NO2d_2022m0309.nc"
"4140",4,572023810031616,"NO2d_2022m0309.nc"
"4141",5,592293237096448,"NO2d_2022m0309.nc"
"4142",6,2362961888804864,"NO2d_2022m0309.nc"
"4143",7,NA,"NO2d_2022m0309.nc"
"4144",8,NA,"NO2d_2022m0309.nc"
"4145",1,4718227733086208,"NO2d_2022m0310.nc"
"4146",2,700475334721536,"NO2d_2022m0310.nc"
"4147",3,NA,"NO2d_2022m0310.nc"
"4148",4,NA,"NO2d_2022m0310.nc"
"4149",5,NA,"NO2d_2022m0310.nc"
"4150",6,NA,"NO2d_2022m0310.nc"
"4151",7,NA,"NO2d_2022m0310.nc"
"4152",8,11933784601526272,"NO2d_2022m0310.nc"
"4153",1,NA,"NO2d_2022m0311.nc"
"4154",2,1582509758349312,"NO2d_2022m0311.nc"
"4155",3,-749685568438272,"NO2d_2022m0311.nc"
"4156",4,2013374502141952,"NO2d_2022m0311.nc"
"4157",5,2374021798690816,"NO2d_2022m0311.nc"
"4158",6,3298050357329920,"NO2d_2022m0311.nc"
"4159",7,NA,"NO2d_2022m0311.nc"
"4160",8,NA,"NO2d_2022m0311.nc"
"4161",1,NA,"NO2d_2022m0312.nc"
"4162",2,NA,"NO2d_2022m0312.nc"
"4163",3,NA,"NO2d_2022m0312.nc"
"4164",4,NA,"NO2d_2022m0312.nc"
"4165",5,NA,"NO2d_2022m0312.nc"
"4166",6,4376402560286720,"NO2d_2022m0312.nc"
"4167",7,3260060566290432,"NO2d_2022m0312.nc"
"4168",8,NA,"NO2d_2022m0312.nc"
"4169",1,NA,"NO2d_2022m0313.nc"
"4170",2,NA,"NO2d_2022m0313.nc"
"4171",3,1136372429619200,"NO2d_2022m0313.nc"
"4172",4,149983516950528,"NO2d_2022m0313.nc"
"4173",5,367452678520832,"NO2d_2022m0313.nc"
"4174",6,2103243068932096,"NO2d_2022m0313.nc"
"4175",7,3174579174375424,"NO2d_2022m0313.nc"
"4176",8,NA,"NO2d_2022m0313.nc"
"4177",1,NA,"NO2d_2022m0314.nc"
"4178",2,NA,"NO2d_2022m0314.nc"
"4179",3,NA,"NO2d_2022m0314.nc"
"4180",4,518768279158784,"NO2d_2022m0314.nc"
"4181",5,588148279083008,"NO2d_2022m0314.nc"
"4182",6,2809128460222464,"NO2d_2022m0314.nc"
"4183",7,NA,"NO2d_2022m0314.nc"
"4184",8,6512174369341440,"NO2d_2022m0314.nc"
"4185",1,NA,"NO2d_2022m0315.nc"
"4186",2,1775390532042752,"NO2d_2022m0315.nc"
"4187",3,NA,"NO2d_2022m0315.nc"
"4188",4,NA,"NO2d_2022m0315.nc"
"4189",5,NA,"NO2d_2022m0315.nc"
"4190",6,NA,"NO2d_2022m0315.nc"
"4191",7,NA,"NO2d_2022m0315.nc"
"4192",8,NA,"NO2d_2022m0315.nc"
"4193",1,3530242194931712,"NO2d_2022m0316.nc"
"4194",2,NA,"NO2d_2022m0316.nc"
"4195",3,NA,"NO2d_2022m0316.nc"
"4196",4,523402301407232,"NO2d_2022m0316.nc"
"4197",5,661648826171392,"NO2d_2022m0316.nc"
"4198",6,1288349662838784,"NO2d_2022m0316.nc"
"4199",7,NA,"NO2d_2022m0316.nc"
"4200",8,3976233477996544,"NO2d_2022m0316.nc"
"4201",1,NA,"NO2d_2022m0317.nc"
"4202",2,3043845134614528,"NO2d_2022m0317.nc"
"4203",3,2244075717656576,"NO2d_2022m0317.nc"
"4204",4,NA,"NO2d_2022m0317.nc"
"4205",5,NA,"NO2d_2022m0317.nc"
"4206",6,NA,"NO2d_2022m0317.nc"
"4207",7,4130146315403264,"NO2d_2022m0317.nc"
"4208",8,6264836329570304,"NO2d_2022m0317.nc"
"4209",1,2206455830675456,"NO2d_2022m0318.nc"
"4210",2,3653941413806080,"NO2d_2022m0318.nc"
"4211",3,NA,"NO2d_2022m0318.nc"
"4212",4,1064677329076224,"NO2d_2022m0318.nc"
"4213",5,1632094585356288,"NO2d_2022m0318.nc"
"4214",6,1966917854167040,"NO2d_2022m0318.nc"
"4215",7,NA,"NO2d_2022m0318.nc"
"4216",8,NA,"NO2d_2022m0318.nc"
"4217",1,NA,"NO2d_2022m0319.nc"
"4218",2,NA,"NO2d_2022m0319.nc"
"4219",3,NA,"NO2d_2022m0319.nc"
"4220",4,NA,"NO2d_2022m0319.nc"
"4221",5,NA,"NO2d_2022m0319.nc"
"4222",6,NA,"NO2d_2022m0319.nc"
"4223",7,2596016746397696,"NO2d_2022m0319.nc"
"4224",8,NA,"NO2d_2022m0319.nc"
"4225",1,NA,"NO2d_2022m0320.nc"
"4226",2,NA,"NO2d_2022m0320.nc"
"4227",3,3167336651554816,"NO2d_2022m0320.nc"
"4228",4,672948125958144,"NO2d_2022m0320.nc"
"4229",5,1212545234894848,"NO2d_2022m0320.nc"
"4230",6,800434130255872,"NO2d_2022m0320.nc"
"4231",7,2399303486144512,"NO2d_2022m0320.nc"
"4232",8,NA,"NO2d_2022m0320.nc"
"4233",1,1626519952687104,"NO2d_2022m0321.nc"
"4234",2,NA,"NO2d_2022m0321.nc"
"4235",3,NA,"NO2d_2022m0321.nc"
"4236",4,NA,"NO2d_2022m0321.nc"
"4237",5,NA,"NO2d_2022m0321.nc"
"4238",6,2448733996318720,"NO2d_2022m0321.nc"
"4239",7,NA,"NO2d_2022m0321.nc"
"4240",8,5089131445092352,"NO2d_2022m0321.nc"
"4241",1,NA,"NO2d_2022m0322.nc"
"4242",2,2288319316623360,"NO2d_2022m0322.nc"
"4243",3,NA,"NO2d_2022m0322.nc"
"4244",4,146146973450240,"NO2d_2022m0322.nc"
"4245",5,89325621477376,"NO2d_2022m0322.nc"
"4246",6,NA,"NO2d_2022m0322.nc"
"4247",7,3199607022551040,"NO2d_2022m0322.nc"
"4248",8,NA,"NO2d_2022m0322.nc"
"4249",1,NA,"NO2d_2022m0323.nc"
"4250",2,NA,"NO2d_2022m0323.nc"
"4251",3,NA,"NO2d_2022m0323.nc"
"4252",4,1476914296389632,"NO2d_2022m0323.nc"
"4253",5,1926782894735360,"NO2d_2022m0323.nc"
"4254",6,1940875856838656,"NO2d_2022m0323.nc"
"4255",7,NA,"NO2d_2022m0323.nc"
"4256",8,NA,"NO2d_2022m0323.nc"
"4257",1,NA,"NO2d_2022m0324.nc"
"4258",2,2279377295376384,"NO2d_2022m0324.nc"
"4259",3,2994924450480128,"NO2d_2022m0324.nc"
"4260",4,NA,"NO2d_2022m0324.nc"
"4261",5,NA,"NO2d_2022m0324.nc"
"4262",6,NA,"NO2d_2022m0324.nc"
"4263",7,3288071537688576,"NO2d_2022m0324.nc"
"4264",8,8992222703779840,"NO2d_2022m0324.nc"
"4265",1,NA,"NO2d_2022m0325.nc"
"4266",2,NA,"NO2d_2022m0325.nc"
"4267",3,NA,"NO2d_2022m0325.nc"
"4268",4,NA,"NO2d_2022m0325.nc"
"4269",5,227786077765632,"NO2d_2022m0325.nc"
"4270",6,2167598187806720,"NO2d_2022m0325.nc"
"4271",7,NA,"NO2d_2022m0325.nc"
"4272",8,NA,"NO2d_2022m0325.nc"
"4273",1,6245161621258240,"NO2d_2022m0326.nc"
"4274",2,1286944872988672,"NO2d_2022m0326.nc"
"4275",3,NA,"NO2d_2022m0326.nc"
"4276",4,NA,"NO2d_2022m0326.nc"
"4277",5,NA,"NO2d_2022m0326.nc"
"4278",6,NA,"NO2d_2022m0326.nc"
"4279",7,3935807635193856,"NO2d_2022m0326.nc"
"4280",8,NA,"NO2d_2022m0326.nc"
"4281",1,NA,"NO2d_2022m0327.nc"
"4282",2,2009056348733440,"NO2d_2022m0327.nc"
"4283",3,277560189517824,"NO2d_2022m0327.nc"
"4284",4,577215494356992,"NO2d_2022m0327.nc"
"4285",5,2463467613192192,"NO2d_2022m0327.nc"
"4286",6,NA,"NO2d_2022m0327.nc"
"4287",7,NA,"NO2d_2022m0327.nc"
"4288",8,NA,"NO2d_2022m0327.nc"
"4289",1,NA,"NO2d_2022m0328.nc"
"4290",2,NA,"NO2d_2022m0328.nc"
"4291",3,NA,"NO2d_2022m0328.nc"
"4292",4,NA,"NO2d_2022m0328.nc"
"4293",5,NA,"NO2d_2022m0328.nc"
"4294",6,NA,"NO2d_2022m0328.nc"
"4295",7,3299118462009344,"NO2d_2022m0328.nc"
"4296",8,NA,"NO2d_2022m0328.nc"
"4297",1,NA,"NO2d_2022m0329.nc"
"4298",2,2776076438732800,"NO2d_2022m0329.nc"
"4299",3,2143119491465216,"NO2d_2022m0329.nc"
"4300",4,-332437678718976,"NO2d_2022m0329.nc"
"4301",5,-272542904352768,"NO2d_2022m0329.nc"
"4302",6,NA,"NO2d_2022m0329.nc"
"4303",7,2028155900526592,"NO2d_2022m0329.nc"
"4304",8,NA,"NO2d_2022m0329.nc"
"4305",1,NA,"NO2d_2022m0330.nc"
"4306",2,NA,"NO2d_2022m0330.nc"
"4307",3,NA,"NO2d_2022m0330.nc"
"4308",4,NA,"NO2d_2022m0330.nc"
"4309",5,NA,"NO2d_2022m0330.nc"
"4310",6,3370510482145280,"NO2d_2022m0330.nc"
"4311",7,NA,"NO2d_2022m0330.nc"
"4312",8,5163612620455936,"NO2d_2022m0330.nc"
"4313",1,NA,"NO2d_2022m0331.nc"
"4314",2,1538341254201344,"NO2d_2022m0331.nc"
"4315",3,3094116720181248,"NO2d_2022m0331.nc"
"4316",4,721817069158400,"NO2d_2022m0331.nc"
"4317",5,1018118675628032,"NO2d_2022m0331.nc"
"4318",6,NA,"NO2d_2022m0331.nc"
"4319",7,2147312923049984,"NO2d_2022m0331.nc"
"4320",8,NA,"NO2d_2022m0331.nc"
"4321",1,NA,"NO2d_2022m0401.nc"
"4322",2,NA,"NO2d_2022m0401.nc"
"4323",3,NA,"NO2d_2022m0401.nc"
"4324",4,NA,"NO2d_2022m0401.nc"
"4325",5,NA,"NO2d_2022m0401.nc"
"4326",6,NA,"NO2d_2022m0401.nc"
"4327",7,NA,"NO2d_2022m0401.nc"
"4328",8,NA,"NO2d_2022m0401.nc"
"4329",1,NA,"NO2d_2022m0415.nc"
"4330",2,NA,"NO2d_2022m0415.nc"
"4331",3,NA,"NO2d_2022m0415.nc"
"4332",4,NA,"NO2d_2022m0415.nc"
"4333",5,NA,"NO2d_2022m0415.nc"
"4334",6,NA,"NO2d_2022m0415.nc"
"4335",7,NA,"NO2d_2022m0415.nc"
"4336",8,NA,"NO2d_2022m0415.nc"
"4337",1,NA,"NO2d_2022m0416.nc"
"4338",2,586933411512320,"NO2d_2022m0416.nc"
"4339",3,NA,"NO2d_2022m0416.nc"
"4340",4,NA,"NO2d_2022m0416.nc"
"4341",5,NA,"NO2d_2022m0416.nc"
"4342",6,NA,"NO2d_2022m0416.nc"
"4343",7,NA,"NO2d_2022m0416.nc"
"4344",8,NA,"NO2d_2022m0416.nc"
"4345",1,NA,"NO2d_2022m0417.nc"
"4346",2,NA,"NO2d_2022m0417.nc"
"4347",3,NA,"NO2d_2022m0417.nc"
"4348",4,-107555409887232,"NO2d_2022m0417.nc"
"4349",5,-46857103343616,"NO2d_2022m0417.nc"
"4350",6,1191370240819200,"NO2d_2022m0417.nc"
"4351",7,NA,"NO2d_2022m0417.nc"
"4352",8,1455742926192640,"NO2d_2022m0417.nc"
"4353",1,NA,"NO2d_2022m0418.nc"
"4354",2,2568044765249536,"NO2d_2022m0418.nc"
"4355",3,1857531278262272,"NO2d_2022m0418.nc"
"4356",4,NA,"NO2d_2022m0418.nc"
"4357",5,NA,"NO2d_2022m0418.nc"
"4358",6,NA,"NO2d_2022m0418.nc"
"4359",7,3423584735199232,"NO2d_2022m0418.nc"
"4360",8,NA,"NO2d_2022m0418.nc"
"4361",1,NA,"NO2d_2022m0419.nc"
"4362",2,2142184212004864,"NO2d_2022m0419.nc"
"4363",3,922167327850496,"NO2d_2022m0419.nc"
"4364",4,NA,"NO2d_2022m0419.nc"
"4365",5,2018350523744256,"NO2d_2022m0419.nc"
"4366",6,1216964219371520,"NO2d_2022m0419.nc"
"4367",7,NA,"NO2d_2022m0419.nc"
"4368",8,NA,"NO2d_2022m0419.nc"
"4369",1,3278941242523648,"NO2d_2022m0420.nc"
"4370",2,1285005426819072,"NO2d_2022m0420.nc"
"4371",3,NA,"NO2d_2022m0420.nc"
"4372",4,NA,"NO2d_2022m0420.nc"
"4373",5,NA,"NO2d_2022m0420.nc"
"4374",6,NA,"NO2d_2022m0420.nc"
"4375",7,3213400310022144,"NO2d_2022m0420.nc"
"4376",8,2941900931727360,"NO2d_2022m0420.nc"
"4377",1,NA,"NO2d_2022m0421.nc"
"4378",2,2725279424315392,"NO2d_2022m0421.nc"
"4379",3,NA,"NO2d_2022m0421.nc"
"4380",4,NA,"NO2d_2022m0421.nc"
"4381",5,NA,"NO2d_2022m0421.nc"
"4382",6,NA,"NO2d_2022m0421.nc"
"4383",7,3071165757128704,"NO2d_2022m0421.nc"
"4384",8,NA,"NO2d_2022m0421.nc"
